2930#1,2930#0,gneE50,-2667#2,-2667#0,-2667#1,2891#1,-2742#0,-2742#1,-2742#2,2785#1,2785#0,2928,2804#0,2814#2,2652,gneE69,2814#3,-2782#0,-2782#1,3040#0,3040#1,2999#1,-2937,2814#6,gneE34,2859,gneE60,2912,2914,3018#0,gneE67,2967#4,2625#0,2625#1,2741#1,-2999#1,2625#4,2854,3003,2856,-2725#1,2961,3024,2967#1,gneE53,2641#0,2967#0,2679,2815#0,-2698#1,-3000,-3003,2967#2,gneE101,gneE100,-3007,2946#2,-3018#0,2802,3042#0,2990#2,2793#2,2793#0,2793#1,3034#1,-2752,-2753,-2750,3034#0,2828,-2754,-2755,2824,2826,-2759#0,-2759#1,-gneE29,2777#0,-2891#1,-2618,2799#0,2799#1,2799#2,2777#1,-2890#0,-2890#1,2642#1,-2616,-2615,-gneE26,2645#1,gneE30,gneE68,2768,gneE36,2946#1,2765,2997#0,2997#1,2997#2,-2983#1,3036#5,2741#0,2737#4,-2932#4,-2932#3,-2932#2,-2932#1,-2932#0,3042#1,2682#1,2837#1,-2933#0,-2933#1,2664#5,2664#4,2837#0,2664#0,2664#3,2664#2,-2685,3036#4,-2687,-2680,2745,-3040#0,-2683,2616,-3013#0,-3013#1,2706#1,2737#2,3036#0,2690#1,-2746#0,-2746#1,-2684#0,3025#1,3025#0,2619,2618,-3039#0,-3039#1,-2964#2,-2964#3,-2964#0,-2964#1,2730,-2905#3,-3012#0,2800#1,-2946#0,-2773#2,-2773#3,3027#3,2834,2949,2707#1,2707#0,2707#2,-2871,2737#0,-2875,2685,2743#3,2687,2680,-2977,-2974,2683,gneE77,-2990#2,-2990#1,-2990#0,2862#1,-2923,-gneE43,2737#1,3036#1,-gneE22,2915#1,2665#0,2851#1,2665#1,-2711#0,-2711#1,gneE64,-2851#1,-gneE42,-2870#4,-2870#5,-2870#6,-2870#0,-2870#1,-2870#2,-2870#3,-gneE69,-2962#0,-2962#1,2860,2910,-2659,2866,-gneE41,gneE65,2737#3,gneE18,2700#6,-2788#2,-gneE68,-2788#0,-2658,-gneE65,-2656,-gneE67,-2654,-2653,-2652,-2651,2700#1,2927,-gneE66,2694,2700#2,2855#3,gneE66,-2789#1,-2789#0,2931#0,2931#1,2759#0,2672,2700#0,2741#2,gneE17,2853,-2832#0,-2832#1,2625#3,2855#2,-2882,-2883,-2886,-3042#1,-2705#2,-2888,-2705#0,2847#0,2980#0,2674#0,gneE89,gneE87,-2722,gneE85,-2720,2787#0,gneE82,gneE81,gneE80,2932#1,-2795#0,-2795#1,-2795#2,2743#2,2942,2695#1,2713,2659,2658,2716,-2743#0,-2743#3,-2743#2,-2665#0,-2665#1,2651,2954,2656,2654,gneE33,2941,2698#0,2698#1,2698#2,gneE37,2691#0,3004#0,-2834,-2833,-2806#1,2926#3,-gneE87,-gneE86,-gneE85,-gneE84,-gneE83,-gneE82,-gneE81,-gneE80,-3036#1,-3036#0,-3036#3,-3036#2,-3036#5,-3036#4,-gneE89,-3036#6,2832#0,2892#1,2686#5,-2997#0,-2997#1,-2997#2,2686#4,-gneE79,2985#1,2870#4,-2934#1,-2934#0,-2934#3,2744#1,gneE46,2963,-2793#2,2870#6,-2793#0,-2793#1,-2903,-2902,-2901,-3033,-2907,-2906,-2904,2634#2,2634#0,-2908,2747#3,2903,2902,2901,2747#2,2907,2906,2904,gneE54,2637#1,gneE56,2908,2827#0,2827#1,gneE52,-2986,2732#8,2732#1,-2988#0,2732#3,2732#2,2732#4,2732#7,2645#0,-3019,-3034#0,-3016,-3014,-3015,2939#0,2759#1,2747#0,2786#0,2786#1,2882,2990#1,2990#0,2773#2,2883,-2980#0,-2980#1,-2980#2,-2980#3,-gneE36,-gneE37,-gneE34,-gneE35,-gneE32,-gneE33,-gneE30,-2768,-2946#2,2886,-2765,-2946#1,2833,2790,-gneE38,3030,3019,-2857#1,-2857#0,2806#1,-2857#2,-2931#0,-2931#1,2836#0,2836#1,3016,3014,3015,-2690#4,-2690#5,2861#0,2861#1,-2690#0,-2690#1,-2690#2,-2690#3,-3042#0,-2884#0,-2637#1,gneE45,3012#1,-3011#4,-2692#0+2944#1,-3011#0,-3011#1,-3011#3,-2966#0,-2966#1,-2966#2,2870#0,2870#1,2870#2,2870#3,2706#4,gneE11,2706#0,-2705#1,2706#2,2706#3,-2700#6,2804#1,-2700#4,-2700#5,-2700#2,-2700#3,-2700#0,-2700#1,2888,-2777#0,-2777#1,-2777#2,-2915#1,3037#0,2890#0,2890#1,2622,2623,2620,3012#0,2626,2627,2966#1,2959,2629,2700#3,-2892#0,-2892#1,3013#0,3013#1,-2945,-2942,-2941,-2698#0,-gneE76,-2949,-2624#0,2964#2,-2784,2754,2755,2752,-2780,-2783,gneE86,-2747#1,-2747#0,-2866,-2747#2,-2860,2980#1,2980#2,2980#3,2655#1,-2847#9,gneE29,-2846#6,-2846#5,-2846#4,-2847#2,gneE83,-2847#0,-2847#1,-2847#6,-2847#7,2691#1,2642#0,2691#3,2667#1,2691#5,2691#4,2691#6,gneE14,2810,2926#0,3037#1,2926#1,2820,2926#2,2821,gneE70,2684#0,gneE15,2743#1,2743#0,2799#4,2871,-2645#0,2875,2815#1,-2706#4,-2645#1,-2706#0,-2619,-2706#2,-2706#3,-2737#4,-2649,-gneE78,-2891#0,-2737#0,-2737#1,-2737#2,-2737#3,-2640,-gneE73,-gneE70,-gneE71,-2889#0,-gneE77,-gneE74,-gneE75,-gneE50,2742#0,2742#1,2742#2,2682#0,2889#0,2960#5,2748,2814#5,gneE76,-2835#1,-2835#0,2838#0,2711#0,-gneE23,2711#1,gneE72,-2785#1,-2785#0,2966#2,gneE73,3023,2956,2710,2960#6,-gneE24,-2735,gneE71,-2730,-gneE27,gneE24,2787#1,-2739,2717,gneE26,-2638,-2854,2847#9,gneE74,-2636,-2632,2653,-2926#0,-2926#1,-2926#2,-2926#3,2953,2862#2,gneE79,2708,2989,gneE75,2704,2960#4,2701,2843,-2820,-2821,-2989,-2824,-2826,gneE44,-2828,-2910,-2981,2668,-2800#1,-2800#0,-gneE94,-gneE95,-gneE97,-gneE90,-gneE91,-gneE92,-2664#0,-2664#3,-2664#2,-2664#5,-2664#4,2794,-3025#1,-3025#0,2733#0,2733#1,-gneE31,2832#1,gneE48,2631#3,2631#2,2960#3,2964#3,2738#0,3007,2964#0,2666,-2625#4,-2856,2662,-2853,2937,-2914,2884#0,-2859,-2912,2753,2967#3,2631#4,-2944#0,-3027#3,2631#1,2631#0,-2733#0,-2733#1,gneE41,3036#6,-2625#0,-2625#1,3036#3,-2625#3,2697,-3024,-3023,-3022,-3021,2696,-2930#1,-2930#0,gneE92,3036#2,2835#1,-2747#3,-2691#5,-2691#4,-2691#6,-2691#1,-2691#0,-2691#3,-2691#2,2693,-3004#1,2841#0,2841#1,2841#2,2881#0,2881#1,2881#2,2881#3,-2967#1,-2967#0,-2967#3,-2967#2,-2967#4,2808,2870#5,2735,-2778,-2670,-2673,-2672,-gneE47,-2839,-gneE45,-2676,-2679,-2771,-2772,-gneE48,gneE32,2807,-2776,2805,2725#1,2835#0,2702#0,2702#1,2690#0,2981,gneE42,-2917#0,-2917#2,3035,2917#0,-2655#1,2917#2,gneE31,-2655#0,3011#4,2736#1,2962#1,2862#0,-2741#2,-2741#1,-2741#0,2899,-2708,2847#2,-2631#0,-2704,2736#2,-2701,2777#2,2781#2,2691#2,2781#1,gneE40,2778,2781#0,-2862#1,-2862#0,2690#2,-2862#2,2690#4,2638,2855#1,2855#0,2732#0,2636,2690#3,2739,2632,2986,gneE47,2846#11,2905#3,2846#14,-2951,-2953,-2954,-2956,2674#1,-2959,3004#1,2934#1,2934#0,2934#3,-2819,-2818,-2794,-2786#0,-2786#1,-2790,-2811,-2810,-2813,-2878#1,2686#3,-2736#1,-2988#1,-3034#1,-2736#2,2690#5,2939#1,3011#0,gneE27,2939#5,-2814#6,-2814#4,-2814#5,-2814#2,-2814#3,-2814#0,-2814#1,2966#0,gneE94,gneE95,2945,2746#1,-2815#2,-2815#1,-2815#0,-2925,-2841#0,-2927,-2846#14,-2921,2699,-2846#11,-2717,-gneE60,-3040#1,-2928,-2804#1,-2804#0,2891#0,2932#4,2932#3,2932#2,2848,2932#0,gneE78,2845,2842,2615,2840,2746#0,2624#0,3045,2933#0,2933#1,-2781#2,-2781#1,-2781#0,2782#0,2782#1,-2869#0,-2869#1,2962#0,-2809#0,-2809#1,-2809#2,-2809#3,2795#0,-2707#1,-2707#0,-2707#2,2960#1,-2732#7,gneE23,2985#0,-2939#0,-2939#1,gneE6,-2745,-2939#5,2624#1,-2748,gneE10,gneE4,gneE84,2998,-2671,gneE22,gneE5,2744#0,2789#1,-2629,-2626,-2627,2992,2789#0,-2622,-2623,-2620,3033,-gneE40,2988#0,2750,2946#0,3022,2960#2,2869#0,2869#1,2788#2,2788#0,-gneE46,-2634#2,2795#1,-2634#0,-2634#1,2960#0,2770,2771,2772,-gneE44,2776,3031,-2770,-2802,-2992,-2678,-2998,-3012#1,2784,gneE35,2780,2783,2800#0,-2693,2640,2814#0,2814#1,-2697,-2696,2814#4,-2694,2641#2,2815#2,-2699,2641#1,2988#1,-gneE72,2857#1,2809#0,2809#1,2809#2,2809#3,2644,-2706#1,-2985#1,-2985#0,gneE98,-2674#0,-2674#1,2700#4,2892#0,2634#1,3021,2846#6,2846#5,2846#4,2671,2670,2673,-2845,-2842,-2843,-2840,2676,-2961,2678,-2963,2847#1,2700#5,2847#7,-2848,-2682#1,-2682#0,2983#1,3027#0,2921,2923,2925,2795#2,-2744#0,-2744#1,-3030,-3031,gneE43,-2944#1+2692#0,-3035,gneE58,3026#0,3026#1,gneE59,2705#2,2705#1,2705#0,gneE1,-2644,gneE99,2977,-2732#8,2734,2974,gneE55,-2732#1,-2732#0,-2732#3,-2732#2,-2624#1,-2732#4,-2698#2,-2732#6,-2855#3,-2855#2,-2855#1,-2855#0,2811,-gneE64,2813,2847#6,2944#0,2819,2818,2799#3,gneE51,-2662,-gneE51,-gneE52,-gneE53,-gneE54,-gneE55,-gneE56,-gneE57,-2695#1,-gneE59,-2668,2964#1,2951,2655#0,2773#3,-3045,-gneE58,-2960#2,-2960#3,-2960#0,-2960#1,-2960#6,-2960#4,-2960#5,2712#3,2712#2,2712#1,2712#0,-2712#3,-2712#2,-2712#1,-2712#0,2667#2,2857#0,2857#2,-2837#1,-2837#0,-2881#0,-2881#1,-2881#2,-2881#3,-2899,-2836#0,-2836#1,3027#2,gneE90,gneE91,2763#1,2763#0,-2787#1,-2787#0,gneE97,-2716,-2841#1,-2841#2,-3004#0,-2713,-2710,2878#1,2747#1,gneE8,gneE9,3000,gneE7,3027#1,2732#6,2667#0,3011#1,gneE0,3011#3,2649,gneE38,2722,2720,-3037#0,-3037#1,-2642#1,-2642#0,-2738#0,-2799#0,-2799#1,-2799#2,-2799#3,-2799#4,-2838#0,-3027#2,-3027#1,-3027#0,gneE57,-3026#0,-3026#1,-2631#2,2839,-2808,3039#0,3039#1,-2827#0,-2827#1,-2631#4,-2631#3,-2807,-2631#1,-2805"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
