Plan file, plan diff, Entropy, Cosine, Hamming Similarity, Hamming Dist, Euclidean, Jaccard
agent_283.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_284.plans , s1-s2, 1.328343, 0.012260, 100.000000, 0.058355, 0.025328, 0.000000 
agent_284.plans , s1-s3, 1.313613, 0.046840, 0.000000, 0.060124, 0.025203, 0.000000 
agent_284.plans , s2-s3, 0.281928, 0.171238, 50.000000, 0.059240, 0.005850, 0.000000 

agent_285.plans , s1-s2, 0.264597, 0.109775, 0.000000, 0.023873, 0.006985, 0.000000 
agent_285.plans , s1-s3, 0.219531, 0.269398, 100.000000, 0.014147, 0.006626, 0.000000 
agent_285.plans , s2-s3, 0.085367, 0.282494, 36.363636, 0.020336, 0.003034, 0.000000 

agent_286.plans , s1-s2, 1.242214, 0.010546, 0.000000, 0.036251, 0.024136, 0.000000 
agent_286.plans , s1-s3, 1.316772, 0.005697, 72.222222, 0.024757, 0.025554, 0.000000 
agent_286.plans , s2-s3, 0.137958, 0.056875, 100.000000, 0.020336, 0.008771, 0.000000 

agent_287.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_287.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_287.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_288.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_288.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_288.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_289.plans , s1-s2, 0.232090, 0.209448, 0.000000, 0.017683, 0.006753, 0.000000 
agent_289.plans , s1-s3, 0.206577, 0.287672, 40.000000, 0.014147, 0.006597, 0.000000 
agent_289.plans , s2-s3, 0.042329, 0.731798, 100.000000, 0.008842, 0.002350, 0.000000 

agent_29.plans , s1-s2, 0.253910, 0.083886, 0.000000, 0.019452, 0.006899, 0.000000 
agent_29.plans , s1-s3, 0.235034, 0.169919, 16.666667, 0.017683, 0.006800, 0.000000 
agent_29.plans , s2-s3, 0.042950, 0.666257, 100.000000, 0.008842, 0.002350, 0.000000 

agent_290.plans , s1-s2, 0.269341, 0.137556, 0.000000, 0.020336, 0.007057, 0.000000 
agent_290.plans , s1-s3, 0.269341, 0.137556, 0.000000, 0.020336, 0.007057, 0.000000 
agent_290.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_291.plans , s1-s2, 1.023445, 0.001556, 33.333333, 0.049514, 0.019903, 0.000000 
agent_291.plans , s1-s3, 1.013345, 0.039586, 0.000000, 0.056587, 0.019768, 0.000000 
agent_291.plans , s2-s3, 0.198420, 0.128975, 100.000000, 0.035367, 0.004820, 0.000000 

agent_292.plans , s1-s2, 0.069522, 0.421694, 0.000000, 0.008842, 0.002755, 0.000000 
agent_292.plans , s1-s3, 0.069522, 0.421694, 0.000000, 0.008842, 0.002755, 0.000000 
agent_292.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_293.plans , s1-s2, 0.173908, 0.039091, 0.000000, 0.006189, 0.006185, 0.000000 
agent_293.plans , s1-s3, 0.173908, 0.039091, 0.000000, 0.006189, 0.006185, 0.000000 
agent_293.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_294.plans , s1-s2, 0.943132, 0.049726, 0.000000, 0.018568, 0.019235, 0.000000 
agent_294.plans , s1-s3, 0.943132, 0.049726, 0.000000, 0.018568, 0.019235, 0.000000 
agent_294.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_295.plans , s1-s2, 1.212035, 0.072306, 0.000000, 0.022104, 0.023976, 0.000000 
agent_295.plans , s1-s3, 1.188407, 0.098143, 19.047619, 0.018568, 0.023883, 0.000000 
agent_295.plans , s2-s3, 0.034263, 0.842308, 100.000000, 0.003537, 0.002108, 0.000000 

agent_296.plans , s1-s2, 0.466850, 0.040457, 23.076923, 0.015031, 0.010764, 0.000000 
agent_296.plans , s1-s3, 0.482016, 0.000000, 0.000000, 0.017683, 0.010844, 0.000000 
agent_296.plans , s2-s3, 0.042244, 0.581330, 100.000000, 0.006189, 0.002108, 0.000000 

agent_297.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_297.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_297.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_298.plans , s1-s2, 0.210880, 0.134167, 0.000000, 0.020336, 0.005097, 0.000000 
agent_298.plans , s1-s3, 0.098236, 0.626560, 100.000000, 0.010610, 0.003479, 0.000000 
agent_298.plans , s2-s3, 0.179700, 0.210442, 0.000000, 0.020336, 0.004823, 0.000000 

agent_299.plans , s1-s2, 1.213032, 0.044358, 0.000000, 0.026525, 0.023951, 0.000000 
agent_299.plans , s1-s3, 1.194234, 0.071626, 52.941176, 0.018568, 0.023883, 0.000000 
agent_299.plans , s2-s3, 0.045686, 0.734011, 100.000000, 0.011494, 0.002210, 0.000000 

agent_3.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_3.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_3.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_30.plans , s1-s2, 0.212313, 0.159025, 100.000000, 0.020336, 0.005105, 0.000000 
agent_30.plans , s1-s3, 0.224049, 0.078800, 0.000000, 0.030946, 0.004965, 0.000000 
agent_30.plans , s2-s3, 0.194599, 0.089073, 8.333333, 0.030062, 0.004569, 0.000000 

agent_300.plans , s1-s2, 0.311065, 0.112065, 0.000000, 0.020336, 0.007514, 0.000000 
agent_300.plans , s1-s3, 0.268505, 0.253053, 26.666667, 0.016799, 0.007213, 0.000000 
agent_300.plans , s2-s3, 0.057276, 0.653235, 100.000000, 0.007073, 0.002903, 0.000000 

agent_301.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_301.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_301.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_302.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_302.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_302.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_303.plans , s1-s2, 0.214703, 0.106840, 64.285714, 0.014147, 0.006597, 0.000000 
agent_303.plans , s1-s3, 0.244278, 0.028191, 0.000000, 0.022104, 0.006838, 0.000000 
agent_303.plans , s2-s3, 0.038053, 0.638073, 100.000000, 0.009726, 0.001990, 0.000000 

agent_304.plans , s1-s2, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 1.000000 
agent_304.plans , s1-s3, 0.160325, 0.000000, 0.000000, 0.024757, 0.006886, 1.000000 
agent_304.plans , s2-s3, 0.160325, 0.000000, 0.000000, 0.024757, 0.006886, 1.000000 

agent_305.plans , s1-s2, 0.195147, 0.282386, 0.000000, 0.007073, 0.006455, 0.000000 
agent_305.plans , s1-s3, 0.195147, 0.282386, 0.000000, 0.007073, 0.006455, 0.000000 
agent_305.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_306.plans , s1-s2, 1.231600, 0.056548, 0.000000, 0.049514, 0.024252, 0.000000 
agent_306.plans , s1-s3, 1.231600, 0.056548, 0.000000, 0.049514, 0.024252, 0.000000 
agent_306.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_307.plans , s1-s2, 0.283720, 0.136206, 0.000000, 0.020336, 0.007169, 0.000000 
agent_307.plans , s1-s3, 0.283720, 0.136206, 0.000000, 0.020336, 0.007169, 0.000000 
agent_307.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_308.plans , s1-s2, 0.971173, 0.002685, 0.000000, 0.036251, 0.019505, 0.000000 
agent_308.plans , s1-s3, 0.971173, 0.002685, 0.000000, 0.036251, 0.019505, 0.000000 
agent_308.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_309.plans , s1-s2, 0.063178, 0.583423, 100.000000, 0.009726, 0.002684, 0.000000 
agent_309.plans , s1-s3, 0.080470, 0.421435, 100.000000, 0.009726, 0.002879, 0.000000 
agent_309.plans , s2-s3, 0.122211, 0.105346, 0.000000, 0.017683, 0.003551, 0.000000 

agent_31.plans , s1-s2, 0.493820, 0.094434, 100.000000, 0.030946, 0.010259, 0.000000 
agent_31.plans , s1-s3, 0.455447, 0.181988, 0.000000, 0.038019, 0.009866, 0.000000 
agent_31.plans , s2-s3, 0.232087, 0.178035, 12.500000, 0.037135, 0.005220, 0.000000 

agent_310.plans , s1-s2, 1.169042, 0.113717, 0.000000, 0.038904, 0.024873, 0.000000 
agent_310.plans , s1-s3, 1.169042, 0.113717, 0.000000, 0.038904, 0.024873, 0.000000 
agent_310.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_311.plans , s1-s2, 1.285437, 0.023497, 0.000000, 0.049514, 0.025056, 0.000000 
agent_311.plans , s1-s3, 1.309251, 0.027408, 41.935484, 0.038019, 0.026209, 0.000000 
agent_311.plans , s2-s3, 0.222244, 0.117756, 100.000000, 0.022104, 0.009304, 0.000000 

agent_312.plans , s1-s2, 0.372764, 0.704881, 100.000000, 0.030946, 0.008411, 0.000000 
agent_312.plans , s1-s3, 0.314650, 0.750150, 42.857143, 0.034483, 0.007786, 0.000000 
agent_312.plans , s2-s3, 0.211944, 0.853436, 0.000000, 0.037135, 0.005220, 0.000000 

agent_313.plans , s1-s2, 0.524847, 0.004360, 0.000000, 0.036251, 0.012824, 0.000000 
agent_313.plans , s1-s3, 0.448998, 0.073740, 100.000000, 0.022104, 0.012469, 0.000000 
agent_313.plans , s2-s3, 0.123311, 0.904846, 31.250000, 0.031830, 0.003937, 0.000000 

agent_314.plans , s1-s2, 0.104077, 0.149861, 0.000000, 0.016799, 0.003371, 0.000000 
agent_314.plans , s1-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 
agent_314.plans , s2-s3, 0.102853, 0.149861, 0.000000, 0.016799, 0.003371, 0.000000 

agent_315.plans , s1-s2, 1.036584, 0.018576, 32.000000, 0.023873, 0.021710, 0.000000 
agent_315.plans , s1-s3, 1.065422, 0.013149, 0.000000, 0.030946, 0.021820, 0.000000 
agent_315.plans , s2-s3, 0.037923, 0.976346, 100.000000, 0.008842, 0.002350, 0.000000 

agent_316.plans , s1-s2, 0.264671, 0.000000, 0.000000, 0.019452, 0.006962, 0.000000 
agent_316.plans , s1-s3, 0.198113, 0.301419, 100.000000, 0.010610, 0.006444, 0.000000 
agent_316.plans , s2-s3, 0.073168, 0.142566, 60.000000, 0.014147, 0.003018, 0.000000 

agent_317.plans , s1-s2, 1.199712, 0.068258, 0.000000, 0.026525, 0.023951, 0.000000 
agent_317.plans , s1-s3, 1.181053, 0.091738, 52.941176, 0.018568, 0.023883, 0.000000 
agent_317.plans , s2-s3, 0.044829, 0.786883, 100.000000, 0.011494, 0.002210, 0.000000 

agent_318.plans , s1-s2, 0.066281, 0.224869, 0.000000, 0.011494, 0.002731, 0.000000 
agent_318.plans , s1-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 
agent_318.plans , s2-s3, 0.069111, 0.224869, 0.000000, 0.011494, 0.002731, 0.000000 

agent_319.plans , s1-s2, 1.109725, 0.000000, 100.000000, 0.055703, 0.020993, 0.000000 
agent_319.plans , s1-s3, 1.120993, 0.044251, 0.000000, 0.069850, 0.020946, 0.000000 
agent_319.plans , s2-s3, 0.292735, 0.019804, 31.250000, 0.065429, 0.006018, 0.000000 

agent_32.plans , s1-s2, 0.071942, 0.469387, 0.000000, 0.009726, 0.002677, 0.000000 
agent_32.plans , s1-s3, 0.033194, 0.784824, 100.000000, 0.004421, 0.001755, 0.000000 
agent_32.plans , s2-s3, 0.050337, 0.528218, 16.666667, 0.008842, 0.002350, 0.000000 

agent_320.plans , s1-s2, 0.172460, 0.130214, 0.000000, 0.043324, 0.004093, 0.000000 
agent_320.plans , s1-s3, 0.069799, 0.713458, 100.000000, 0.010610, 0.002743, 0.000000 
agent_320.plans , s2-s3, 0.102330, 0.270130, 5.405405, 0.041556, 0.003582, 0.000000 

agent_321.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_321.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_321.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_322.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_322.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_322.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_323.plans , s1-s2, 0.522821, 0.085376, 46.666667, 0.045093, 0.010483, 0.000000 
agent_323.plans , s1-s3, 0.442939, 0.239424, 100.000000, 0.038019, 0.009866, 0.000000 
agent_323.plans , s2-s3, 0.266076, 0.146029, 0.000000, 0.051282, 0.005648, 0.000000 

agent_324.plans , s1-s2, 1.331287, 0.037280, 0.000000, 0.059240, 0.025815, 0.000000 
agent_324.plans , s1-s3, 1.331572, 0.037210, 0.000000, 0.059240, 0.025816, 0.000000 
agent_324.plans , s2-s3, 0.014019, 0.945272, 100.000000, 0.003537, 0.001221, 0.000000 

agent_325.plans , s1-s2, 0.066128, 0.514891, 100.000000, 0.007073, 0.002749, 0.000000 
agent_325.plans , s1-s3, 0.066851, 0.524238, 85.714286, 0.007958, 0.002734, 0.000000 
agent_325.plans , s2-s3, 0.112590, 0.133140, 0.000000, 0.013263, 0.003610, 0.000000 

agent_326.plans , s1-s2, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 1.000000 
agent_326.plans , s1-s3, 0.026707, 0.569721, 0.000000, 0.004421, 0.001739, 1.000000 
agent_326.plans , s2-s3, 0.026707, 0.569721, 0.000000, 0.004421, 0.001739, 1.000000 

agent_327.plans , s1-s2, 0.305088, 0.213322, 0.000000, 0.022989, 0.007520, 0.000000 
agent_327.plans , s1-s3, 0.320454, 0.153128, 0.000000, 0.022989, 0.007592, 0.000000 
agent_327.plans , s2-s3, 0.152697, 0.279577, 100.000000, 0.021220, 0.004117, 0.000000 

agent_328.plans , s1-s2, 1.275236, 0.013818, 100.000000, 0.052166, 0.024545, 0.000000 
agent_328.plans , s1-s3, 1.251059, 0.045187, 0.000000, 0.053050, 0.024396, 0.000000 
agent_328.plans , s2-s3, 0.236815, 0.155935, 100.000000, 0.052166, 0.005149, 0.000000 

agent_329.plans , s1-s2, 0.895352, 0.309867, 10.344828, 0.029178, 0.019371, 0.000000 
agent_329.plans , s1-s3, 0.939348, 0.228941, 0.000000, 0.031830, 0.020279, 0.000000 
agent_329.plans , s2-s3, 0.070995, 0.716806, 100.000000, 0.006189, 0.006224, 0.000000 

agent_33.plans , s1-s2, 1.240720, 0.000000, 0.000000, 0.022104, 0.023953, 0.000000 
agent_33.plans , s1-s3, 1.228093, 0.019889, 66.666667, 0.020336, 0.023899, 0.000000 
agent_33.plans , s2-s3, 0.117245, 0.000000, 100.000000, 0.019452, 0.003597, 0.000000 

agent_330.plans , s1-s2, 0.971027, 0.000000, 0.000000, 0.051282, 0.019637, 0.000000 
agent_330.plans , s1-s3, 0.918193, 0.113400, 38.095238, 0.037135, 0.019404, 0.000000 
agent_330.plans , s2-s3, 0.071454, 0.336997, 100.000000, 0.014147, 0.003018, 0.000000 

agent_331.plans , s1-s2, 1.266627, 0.029276, 0.000000, 0.038904, 0.024873, 0.000000 
agent_331.plans , s1-s3, 1.333679, 0.008310, 3.030303, 0.038019, 0.026209, 0.000000 
agent_331.plans , s2-s3, 0.150724, 0.145059, 100.000000, 0.009726, 0.008814, 0.000000 

agent_332.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_332.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_332.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_333.plans , s1-s2, 1.227227, 0.018985, 0.000000, 0.032714, 0.023964, 0.000000 
agent_333.plans , s1-s3, 1.238639, 0.033333, 100.000000, 0.026525, 0.023995, 0.000000 
agent_333.plans , s2-s3, 0.108164, 0.143038, 57.142857, 0.029178, 0.003683, 0.000000 

agent_334.plans , s1-s2, 1.102061, 0.024933, 100.000000, 0.053050, 0.020992, 0.000000 
agent_334.plans , s1-s3, 1.106262, 0.072683, 0.000000, 0.067197, 0.020911, 0.000000 
agent_334.plans , s2-s3, 0.303043, 0.103087, 0.000000, 0.067197, 0.006196, 0.000000 

agent_335.plans , s1-s2, 0.568250, 0.134449, 0.000000, 0.020336, 0.012367, 0.000000 
agent_335.plans , s1-s3, 0.540467, 0.189720, 100.000000, 0.014147, 0.012252, 0.000000 
agent_335.plans , s2-s3, 0.076794, 0.507650, 0.000000, 0.020336, 0.003233, 0.000000 

agent_336.plans , s1-s2, 0.247728, 0.064069, 0.000000, 0.023873, 0.006893, 0.000000 
agent_336.plans , s1-s3, 0.258595, 0.072104, 40.000000, 0.022104, 0.007072, 0.000000 
agent_336.plans , s2-s3, 0.113896, 0.147050, 100.000000, 0.019452, 0.003764, 0.000000 

agent_337.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_337.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_337.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_338.plans , s1-s2, 0.611483, 0.015923, 0.000000, 0.015915, 0.013659, 0.000000 
agent_338.plans , s1-s3, 0.470436, 0.357851, 33.333333, 0.012378, 0.012202, 0.000000 
agent_338.plans , s2-s3, 0.251329, 0.065503, 100.000000, 0.005305, 0.010467, 0.000000 

agent_339.plans , s1-s2, 0.963308, 0.020358, 0.000000, 0.039788, 0.019524, 0.000000 
agent_339.plans , s1-s3, 0.927704, 0.083013, 14.814815, 0.036251, 0.019345, 0.000000 
agent_339.plans , s2-s3, 0.091269, 0.294007, 100.000000, 0.015915, 0.003164, 0.000000 

agent_34.plans , s1-s2, 0.091797, 0.516340, 0.000000, 0.008842, 0.003169, 0.000000 
agent_34.plans , s1-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 
agent_34.plans , s2-s3, 0.076485, 0.516340, 0.000000, 0.008842, 0.003169, 0.000000 

agent_340.plans , s1-s2, 0.279761, 0.088151, 0.000000, 0.027409, 0.007201, 0.000000 
agent_340.plans , s1-s3, 0.219909, 0.288497, 50.000000, 0.019452, 0.006617, 0.000000 
agent_340.plans , s2-s3, 0.076085, 0.443623, 100.000000, 0.011494, 0.002917, 0.000000 

agent_341.plans , s1-s2, 0.065863, 0.596822, 0.000000, 0.012378, 0.002552, 0.000000 
agent_341.plans , s1-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 
agent_341.plans , s2-s3, 0.055736, 0.596822, 0.000000, 0.012378, 0.002552, 0.000000 

agent_342.plans , s1-s2, 0.373556, 0.193854, 100.000000, 0.019452, 0.009246, 0.000000 
agent_342.plans , s1-s3, 0.439403, 0.048201, 0.000000, 0.030946, 0.009639, 0.000000 
agent_342.plans , s2-s3, 0.195875, 0.070942, 15.384615, 0.029178, 0.004682, 0.000000 

agent_343.plans , s1-s2, 0.095830, 0.517876, 0.000000, 0.011494, 0.003292, 0.000000 
agent_343.plans , s1-s3, 0.065138, 0.676371, 57.142857, 0.007958, 0.002734, 0.000000 
agent_343.plans , s2-s3, 0.043786, 0.755609, 100.000000, 0.005305, 0.002316, 0.000000 

agent_344.plans , s1-s2, 0.941692, 0.071342, 5.263158, 0.037135, 0.019404, 0.000000 
agent_344.plans , s1-s3, 0.986167, 0.025869, 0.000000, 0.038904, 0.020302, 0.000000 
agent_344.plans , s2-s3, 0.070777, 0.300432, 100.000000, 0.005305, 0.006195, 0.000000 

agent_345.plans , s1-s2, 0.567742, 0.039797, 0.000000, 0.035367, 0.011629, 0.000000 
agent_345.plans , s1-s3, 0.289306, 0.744744, 71.428571, 0.030946, 0.007462, 0.000000 
agent_345.plans , s2-s3, 0.250751, 0.079349, 100.000000, 0.029178, 0.009467, 0.000000 

agent_346.plans , s1-s2, 0.226484, 0.099292, 0.000000, 0.014147, 0.006626, 0.000000 
agent_346.plans , s1-s3, 0.226484, 0.099292, 0.000000, 0.014147, 0.006626, 0.000000 
agent_346.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_347.plans , s1-s2, 0.160026, 0.108836, 2.631579, 0.040672, 0.003877, 0.000000 
agent_347.plans , s1-s3, 0.056190, 0.762249, 100.000000, 0.007958, 0.002409, 0.000000 
agent_347.plans , s2-s3, 0.102505, 0.119294, 0.000000, 0.041556, 0.003582, 0.000000 

agent_348.plans , s1-s2, 1.286063, 0.017018, 0.000000, 0.048630, 0.024963, 0.000000 
agent_348.plans , s1-s3, 1.325441, 0.014448, 44.444444, 0.038019, 0.026209, 0.000000 
agent_348.plans , s2-s3, 0.201217, 0.092951, 100.000000, 0.024757, 0.009102, 0.000000 

agent_349.plans , s1-s2, 1.006767, 0.031871, 0.000000, 0.022104, 0.020174, 0.000000 
agent_349.plans , s1-s3, 1.006767, 0.031871, 0.000000, 0.022104, 0.020174, 0.000000 
agent_349.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_35.plans , s1-s2, 0.760254, 0.059073, 0.000000, 0.028294, 0.015070, 0.000000 
agent_35.plans , s1-s3, 0.760254, 0.059073, 0.000000, 0.028294, 0.015070, 0.000000 
agent_35.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_350.plans , s1-s2, 0.678152, 0.024010, 0.000000, 0.023873, 0.013777, 0.000000 
agent_350.plans , s1-s3, 0.651034, 0.088370, 64.285714, 0.015915, 0.013659, 0.000000 
agent_350.plans , s2-s3, 0.046603, 0.557035, 100.000000, 0.011494, 0.002210, 0.000000 

agent_351.plans , s1-s2, 0.940529, 0.093278, 0.000000, 0.017683, 0.019317, 0.000000 
agent_351.plans , s1-s3, 0.913602, 0.126095, 25.000000, 0.014147, 0.019201, 0.000000 
agent_351.plans , s2-s3, 0.034488, 0.833492, 100.000000, 0.003537, 0.002108, 0.000000 

agent_352.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_352.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_352.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_353.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_353.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_353.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_354.plans , s1-s2, 0.321517, 0.268922, 0.000000, 0.012378, 0.008861, 0.000000 
agent_354.plans , s1-s3, 0.321517, 0.268922, 0.000000, 0.012378, 0.008861, 0.000000 
agent_354.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_355.plans , s1-s2, 0.206040, 0.015837, 0.000000, 0.003537, 0.008506, 0.000000 
agent_355.plans , s1-s3, 0.206040, 0.015837, 0.000000, 0.003537, 0.008506, 0.000000 
agent_355.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_356.plans , s1-s2, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 1.000000 
agent_356.plans , s1-s3, 0.190251, 0.923183, 0.000000, 0.030946, 0.004965, 1.000000 
agent_356.plans , s2-s3, 0.190251, 0.923183, 0.000000, 0.030946, 0.004965, 1.000000 

agent_357.plans , s1-s2, 1.015591, 0.002867, 0.000000, 0.030946, 0.022458, 0.000000 
agent_357.plans , s1-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 
agent_357.plans , s2-s3, 0.924203, 0.002867, 0.000000, 0.030946, 0.022458, 0.000000 

agent_358.plans , s1-s2, 0.300676, 0.252544, 41.666667, 0.022989, 0.007520, 0.000000 
agent_358.plans , s1-s3, 0.252209, 0.361083, 100.000000, 0.016799, 0.007068, 0.000000 
agent_358.plans , s2-s3, 0.200857, 0.246590, 0.000000, 0.027409, 0.004929, 0.000000 

agent_359.plans , s1-s2, 1.108988, 0.012650, 22.222222, 0.049514, 0.020994, 0.000000 
agent_359.plans , s1-s3, 1.071217, 0.066274, 0.000000, 0.053050, 0.020751, 0.000000 
agent_359.plans , s2-s3, 0.231446, 0.179094, 100.000000, 0.037135, 0.005220, 0.000000 

agent_36.plans , s1-s2, 0.184983, 0.209843, 0.000000, 0.007073, 0.006374, 0.000000 
agent_36.plans , s1-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 
agent_36.plans , s2-s3, 0.090301, 0.209843, 0.000000, 0.007073, 0.006374, 0.000000 

agent_360.plans , s1-s2, 1.399904, 0.000000, 3.846154, 0.026525, 0.026119, 0.000000 
agent_360.plans , s1-s3, 1.410953, 0.000000, 0.000000, 0.027409, 0.026163, 0.000000 
agent_360.plans , s2-s3, 0.023797, 0.978436, 100.000000, 0.004421, 0.001929, 0.000000 

agent_361.plans , s1-s2, 0.048895, 0.265591, 0.000000, 0.006189, 0.002108, 0.000000 
agent_361.plans , s1-s3, 0.048895, 0.265591, 0.000000, 0.006189, 0.002108, 0.000000 
agent_361.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 0.000000 

agent_362.plans , s1-s2, 0.031188, 0.727173, 0.000000, 0.003537, 0.001834, 1.000000 
agent_362.plans , s1-s3, 0.031188, 0.727173, 0.000000, 0.003537, 0.001834, 1.000000 
agent_362.plans , s2-s3, 0.000000, 1.000000, 100.000000, 0.000000, 0.000000, 1.000000 

agent_363.plans , s1-s2, 0.244812, 0.211437, 0.000000, 0.012378, 0.006947, 0.000000 
agent_363.plans , s1-s3, 0.188999, 0.374690, 100.000000, 0.007073, 0.006455, 0.000000 
agent_363.plans , s2-s3, 0.082143, 0.499325, 66.666667, 0.008842, 0.003255, 0.000000 

agent_364.plans , s1-s2, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_364.plans , s1-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 
agent_364.plans , s2-s3, 0.000000, 1.000000, nan, 0.000000, 0.000000, 1.000000 

agent_365.plans , s1-s2, 0.178958, 0.505040, 100.000000, 0.007073, 0.006451, 0.000000 
agent_365.plans , s1-s3, 0.346033, 0.132499, 0.000000, 0.034483, 0.007834, 0.000000 
agent_365.plans , s2-s3, 0.211844, 0.239723, 12.903226, 0.030946, 0.004965, 0.000000 

