262,1968,592,0,262,128.86676337959187,1.8482796644797095,car-75,min_length
269,1968,579,0,269,134.2094559641851,1.8221179185072731,car-124,max_speed
285,1968,579,0,285,134.2094559641851,1.9304966794593785,car-231,min_length
298,1968,579,0,298,134.2094559641851,2.018554422732964,car-166,max_speed
326,622,916,0,326,216.64097768178542,1.3679943634622629,car-21,max_speed
348,2332,231,0,348,194.02361346314802,1.630541925886382,car-6,min_length
355,1955,586,0,355,136.49207165892955,2.36443969825378,car-15,min_length
355,2241,30,0,355,207.29727915441308,1.5568331337666874,car-36,balanced
359,1968,586,0,359,128.51327165892954,2.5395325490568466,car-437,min_length
362,1968,579,0,362,134.2094559641851,2.4520694665413867,car-267,balanced
365,2332,234,0,365,204.63345740072305,1.6215245836774361,car-43,min_length
365,1968,592,0,365,128.86676337959187,2.5748934257064655,car-153,max_speed
366,1968,592,0,366,128.86676337959187,2.5819479282426476,car-160,min_length
369,798,880,0,369,254.6308864634274,1.3174149849363492,car-3,balanced
369,1968,592,0,369,128.86676337959187,2.603111435851194,car-382,min_length
370,1968,573,0,370,140.90276049982228,2.3872040204922786,car-241,max_speed
370,1968,586,0,370,128.51327165892954,2.6173455240975856,car-378,min_length
371,1968,586,0,371,128.51327165892954,2.6244194309194713,car-301,balanced
375,843,30,0,375,228.85768034557236,1.489611755193543,car-159,balanced
379,1951,592,0,379,160.58824246798753,2.145521049675464,car-87,max_speed
386,1964,573,0,386,142.422558915949,2.46385891097618,car-96,balanced
386,1968,592,0,386,128.86676337959187,2.7230379789662895,car-144,min_length
388,1968,586,0,388,128.51327165892954,2.744675846891522,car-491,balanced
394,1964,592,0,394,130.3865617957186,2.747076180618941,car-263,max_speed
402,2363,327,0,402,186.598150255653,1.9585110835978075,car-1,balanced
404,1951,579,0,404,165.93093505258076,2.2134072055722736,car-167,min_length
405,1968,573,0,405,140.90276049982228,2.613020617025332,car-260,balanced
407,1951,573,0,407,172.62423958821793,2.1433838079901584,car-245,min_length
409,1951,573,0,409,172.62423958821793,2.1539164065552203,car-186,max_speed
413,1964,579,0,413,135.72925438031183,2.766202077575156,car-199,max_speed
418,622,885,0,418,241.22989056875446,1.5752608397908872,car-17,balanced
442,2332,307,0,442,200.2851486247631,2.006230539694151,car-93,min_length
442,1951,586,0,442,160.2347507473252,2.5076843814723464,car-268,max_speed
446,1951,586,0,446,160.2347507473252,2.5303783577752634,car-253,balanced
449,1964,592,0,449,130.3865617957186,3.130551281974377,car-292,min_length
451,cluster_2272_2274,231,0,451,210.9491096585293,1.9435967312859546,car-225,max_speed
453,1951,586,0,453,160.2347507473252,2.5700928163053685,car-155,min_length
454,1964,573,0,454,142.422558915949,2.897906594775092,car-279,balanced
457,1968,579,0,457,134.2094559641851,3.0955683596945125,car-614,min_length
458,1951,573,0,458,172.62423958821793,2.411965071399244,car-132,max_speed
461,1968,592,0,461,128.86676337959187,3.2521256691799465,car-560,max_speed
463,1968,573,0,463,140.90276049982228,2.9872309769943914,car-544,balanced
466,1968,586,0,466,128.51327165892954,3.296440578998581,car-546,balanced
469,1955,586,0,469,136.49207165892955,3.123724559101473,car-55,max_speed
469,1951,573,0,469,172.62423958821793,2.4698943635070862,car-273,balanced
471,1968,579,0,471,134.2094559641851,3.190399775527605,car-672,balanced
472,1968,579,0,472,134.2094559641851,3.1971734480871112,car-677,min_length
473,cluster_2272_2274,271,0,473,204.62213794765475,2.1014344015406587,car-274,balanced
475,2332,231,0,475,194.02361346314802,2.225596019528826,car-24,balanced
475,2332,271,0,475,187.69664175227348,2.300617516578191,car-135,balanced
476,1871,592,0,476,149.05263753365955,2.903184270251862,car-9,balanced
477,cluster_2272_2274,231,0,477,210.9491096585293,2.055644436415522,car-244,max_speed
478,2332,307,0,478,200.2851486247631,2.1696339320674305,car-97,balanced
478,1968,586,0,478,128.51327165892954,3.3813274608612054,car-652,min_length
479,1898,573,0,479,166.91872824640257,2.608781830710661,car-19,balanced
479,2332,231,0,479,194.02361346314802,2.244337880745911,car-129,balanced
480,2332,378,0,480,213.58368445378147,2.0430569754407597,car-246,max_speed
481,622,30,0,481,216.9671115910727,2.0153871435449355,car-151,max_speed
482,802,880,0,482,248.5024350828752,1.7632898367200514,car-208,balanced
482,cluster_2272_2274,378,0,482,230.50918064916277,1.9009300061186507,car-227,max_speed
483,1894,573,0,483,169.08011153170517,2.59694002513461,car-28,balanced
483,2332,327,0,483,172.3291826530612,2.54797766884847,car-242,min_length
484,1955,592,0,484,136.84556337959188,3.2153033619328744,car-293,balanced
486,1955,592,0,486,136.84556337959188,3.228589739461522,car-499,min_length
487,2359,327,0,487,184.6931826530612,2.397095909917359,car-180,balanced
489,1968,573,0,489,140.90276049982228,3.1549804487046598,car-713,max_speed
491,2359,cluster_281_283,0,491,175.89781754478065,2.5376303276190426,car-10,min_length
492,1955,579,0,492,142.18825596418512,3.145637621333423,car-174,max_speed
496,1955,586,0,496,136.49207165892955,3.303555184039084,car-711,balanced
498,1955,586,0,498,136.49207165892955,3.3168759710714997,car-695,min_length
500,1955,573,0,500,148.88156049982229,3.0530675056028653,car-598,min_length
501,1955,573,0,501,148.88156049982229,3.059173640614071,car-316,balanced
503,1955,573,0,503,148.88156049982229,3.0713859106364825,car-514,min_length
506,1955,573,0,506,148.88156049982229,3.0897043156701,car-483,max_speed
508,1955,573,0,508,148.88156049982229,3.1019165856925115,car-667,min_length
510,820,42,0,510,244.3581458704401,1.8973640595643817,car-14,balanced
512,843,42,0,512,249.39783593264517,1.8663134895053808,car-317,balanced
