zip_code,LAT,LNG,pop2010
5,0,0,96420
52240,41.635728,-91.500622,32230
52241,41.699578,-91.595951,18911
52242,41.66188,-91.54594,1592
52245,41.672865,-91.512158,22573
52246,41.652313,-91.570407,21114
