zip_code,LAT,LNG,pop2010
6,0,0,120932
80301,40.049468,-105.201421,22555
80302,40.043465,-105.372324,26941
80303,39.973222,-105.209276,22361
80304,40.045421,-105.291263,25623
80305,39.975334,-105.248158,16874
80310,40.002148,-105.263655,6578
