282,cluster_691_696,1158,0,282,258.00856309057144,0.993624526615585,car-10,balanced
377,2518,1158,0,377,258.7114288756971,1.3247473225929367,car-44,balanced
433,2518,1159,0,433,247.74504232107523,1.5888768548038776,car-9,balanced
451,2518,1158,0,451,258.7114288756971,1.5847773010329296,car-23,max_speed
462,2496,1159,0,462,273.6910466407297,1.5345770537803813,car-2,balanced
469,2518,1910,0,469,256.5261426661809,1.6620670000034503,car-66,balanced
473,2496,1184,0,473,280.2972891377285,1.5340854751852868,car-0,balanced
477,2495,1911,0,477,287.4795572933709,1.5084076506832822,car-6,balanced
479,2496,1184,0,479,280.2972891377285,1.553545333221464,car-26,max_speed
504,cluster_691_696,1189,0,504,186.61989735382318,2.4551605947629764,car-13,balanced
508,2518,1189,0,508,187.32276313894883,2.465360717937002,car-11,min_length
511,2518,1185,0,511,194.79720518358525,2.38476447394431,car-98,balanced
517,2518,1159,0,517,200.25620087689498,2.3469934910476336,car-48,min_length
521,2496,1189,0,521,213.26876745860326,2.2208425981938458,car-4,balanced
525,2518,1159,0,525,200.25620087689498,2.3833106050290285,car-101,balanced
539,2496,1162,0,539,221.52633484841016,2.211926633171201,car-18,balanced
544,2496,1158,0,544,237.16859175117125,2.085206354238987,car-22,balanced
547,2496,1185,0,547,220.74320950323968,2.25272038216618,car-31,max_speed
562,2518,1158,0,562,211.2225874315168,2.418818447031567,car-95,max_speed
568,2496,1184,0,568,232.8084476935482,2.2179763727617785,car-5,max_speed
570,2496,1184,0,570,232.8084476935482,2.2257861487222073,car-78,max_speed
575,2495,1159,0,575,224.1287710712794,2.3322631459975764,car-8,max_speed
576,2495,1911,0,576,239.99071584919056,2.181902586454282,car-17,balanced
587,2568,1158,0,587,300.1577874294426,1.7778528027089897,car-79,balanced
623,2496,1184,0,623,232.8084476935482,2.432745211673571,car-73,balanced
623,2568,1185,0,623,283.73240518151096,1.996118969919276,car-145,max_speed
624,2518,1158,0,624,211.2225874315168,2.6856631867396756,car-96,min_length
625,2496,1909,0,625,227.35065248043057,2.499143116515687,car-83,balanced
625,2496,1162,0,625,221.52633484841016,2.5648499920816334,car-107,max_speed
630,2495,1909,0,630,225.27721835516056,2.5423221971088976,car-34,balanced
633,2496,1184,0,633,232.8084476935482,2.4717940914757146,car-100,balanced
639,2496,1162,0,639,221.52633484841016,2.622302631904262,car-43,balanced
643,2496,1159,0,643,226.20220519654941,2.584172218999974,car-42,balanced
650,2568,1184,0,650,295.7976433718195,1.9976801849172083,car-110,balanced
652,2495,1911,0,652,239.99071584919056,2.4697925110558887,car-1,max_speed
656,2568,1159,0,656,289.1914008748207,2.06217624230735,car-82,max_speed
683,2496,1158,0,683,237.16859175117125,2.6180072425463754,car-118,balanced
684,2518,1159,0,684,200.25620087689498,3.1051132454092483,car-160,balanced
685,2518,1158,0,685,211.2225874315168,2.9482039790331376,car-226,balanced
692,2518,1185,0,692,194.79720518358525,3.2294657846760524,car-67,max_speed
699,2496,1158,0,699,237.16859175117125,2.6793368412004632,car-84,balanced
703,2495,1909,0,703,225.27721835516056,2.8369087374088178,car-28,balanced
705,2568,1185,0,705,283.73240518151096,2.258850519732086,car-133,balanced
708,2496,1909,0,708,227.35065248043057,2.83102932238897,car-38,balanced
724,2568,1184,0,724,295.7976433718195,2.225108390584706,car-76,balanced
724,2518,1911,0,724,216.11814565480614,3.0454722632735174,car-103,balanced
725,2568,1185,0,725,283.73240518151096,2.3229313855400884,car-224,balanced
726,2496,1911,0,726,242.06414997446058,2.726549966484647,car-3,min_length
726,2496,1162,0,726,221.52633484841016,2.979329750802026,car-53,max_speed
727,2568,1185,0,727,283.73240518151096,2.3293394721208887,car-281,balanced
733,2568,1911,0,733,305.0533456527319,2.1844167450050347,car-75,balanced
735,2453,1909,0,735,236.03171799518938,2.83089842270875,car-7,balanced
739,2568,1159,0,739,289.1914008748207,2.3230918339407496,car-45,balanced
744,2495,1184,0,744,230.7350135682782,2.9313437345454703,car-39,max_speed
746,2568,1909,0,746,290.33984815870184,2.3358206683745286,car-41,balanced
751,2568,1158,0,751,300.1577874294426,2.2745612518474467,car-32,max_speed
765,2496,1184,0,765,232.8084476935482,2.987239304864015,car-172,balanced
766,2444,1159,0,766,242.65864868107064,2.869725188649163,car-195,max_speed
789,2518,1185,0,789,194.79720518358525,3.68215101749914,car-149,min_length
790,2518,1909,0,790,201.40464816077613,3.5658651612077596,car-121,balanced
791,2496,1159,0,791,226.20220519654941,3.1789739117091433,car-40,max_speed
797,2495,1159,0,797,224.1287710712794,3.2327195258435975,car-30,min_length
801,2568,1158,0,801,300.1577874294426,2.4259967546335615,car-229,max_speed
808,2496,1159,0,808,226.20220519654941,3.247295727763575,car-129,balanced
810,2496,1159,0,810,226.20220519654941,3.255333588475861,car-124,balanced
812,2496,1159,0,812,226.20220519654941,3.2633714491881474,car-152,balanced
815,2496,1911,0,815,242.06414997446058,3.0607964499793208,car-71,min_length
815,2496,1184,0,815,232.8084476935482,3.1824837038747353,car-115,balanced
826,2495,1911,0,826,239.99071584919056,3.12890891738062,car-37,max_speed
827,2444,1184,0,827,249.26489117806943,3.016141496160802,car-161,max_speed
828,2568,1159,0,828,289.1914008748207,2.602868793644033,car-265,max_speed
836,2495,1911,0,836,239.99071584919056,3.166789170617674,car-35,balanced
841,2518,1159,0,841,200.25620087689498,3.81783660729412,car-153,max_speed
875,2568,1189,0,875,276.25796313687454,2.8793904668747237,car-12,min_length
878,2568,1185,0,878,283.73240518151096,2.813150008971307,car-189,balanced
